"Gene","ProbeId","EntrezId"
"ISL2",610670,64843
"CAT",1770500,847
"DDX39",5310678,10212
"NUS1",6860673,116150
"GOLGA3",6250093,2802
"LOC647506",3800021,647506
"LOC100128672",2630075,100128672
"MAP3K10",1580110,4294
"REXO4",1190221,57109
"ITGA4",7200768,3676
"PPP2R5C",150356,5527
"LOC441251",6100605,441251
"KCNJ4",60398,3761
"GLOD4",5910543,51031
"ADH4",5490382,127
"WHAMM",2810661,123720
"WDR76",6130634,79968
"ABCG4",3360390,64137
"FBXO18",2370739,84893
"GAL3ST4",4180603,79690
"UBAC2",6580521,337867
"C1ORF188",4810348,148646
"HS.579370",6130240,NA
"UBN1",7160433,29855
"IQCK",6290563,124152
"MFAP3L",7150025,9848
"CD2",4210619,914
"ZNRD1",4890112,30834
"NIN",2190196,51199
"LOC645430",4540114,645430
"NIP30",7160575,80011
"C14ORF143",2710176,90141
"KLF15",2570577,28999
"DNASE2",6200315,1777
"HS.563400",4490291,NA
"C6ORF125",6520692,84300
"HS.147255",6110349,NA
"ZNF533",5290333,151126
"LOC100133298",3360128,100133298
"HS.543862",7510390,NA
"HS.209202",3400341,NA
"LOC100130967",6510543,100130967
"SPINT2",1240730,10653
"ITSN2",4920180,50618
"LOC646127",7160209,646127
"LOC728661",5550592,728661
"RASSF1",6350121,11186
"ZDHHC5",130670,25921
"TRIM24",3800097,8805
"SORL1",6940039,6653
"ADK",7550161,132
"MGA",3190364,23269
"HS.391327",3440056,NA
"IL8RBP",6420707,3580
"ARF1",5550491,375
"LOC100129502",520192,100129502
"ZNF558",4070176,148156
"LOC649144",630768,649144
"PDDC1",2570239,347862
"HS.539054",7000440,NA
"SYVN1",6280278,84447
"PPAPDC3",5260278,84814
"HFE",2000112,3077
"IL18",4810474,3606
"STAR",7040224,6770
"C1ORF151",2810538,440574
"RPS9",6250097,6203
"MAK10",2470746,60560
"PLGLA1",4560520,285189
"LOC649203",4830053,649203
"ST3GAL5",5260403,8869
"ZNF182",240484,7569
"EPB41L1",3400563,2036
"LOC644739",3930022,644739
"GRB2",940039,2885
"HS.544326",6450220,NA
"MIR1224",70669,100187716
"MCM8",1190037,84515
"LOC100134440",5870259,100134440
"LOC728162",6370491,728162
"LOC341784",4780692,341784
"SIGMAR1",4050438,10280
"PHAX",6900014,51808
"SYT15",1740440,83849
"C21ORF84",430059,114038
"HS.249957",1240239,NA
"RNF126P1",6590048,376412
"STAMBP",4880671,10617
"MRPS5",10343,64969
"FLJ11292",4480671,55338
"C14ORF45",70403,80127
"ACP1",6110672,52
"HS.397465",6840475,NA
"LOC652282",4610523,652282
"TPR",6770014,7175
"GTF2H1",7570343,2965
"MRFAP1L1",7210446,114932
"HS.156414",5090047,NA
"USP47",7650343,55031
"OR51B6",540349,390058
"DACT2",5420687,168002
"LOC149620",1740156,149620
"C1ORF215",2140180,149421
"MIR7-1",670368,407043
"C7ORF41",1740458,222166
"FAIM",5900398,55179
"LNP1",6760181,348801
"SLC35E3",7380152,55508
"HS.565338",3800338,NA
"RAN",1940377,5901
"LOC644334",4040066,644334
"LRRC14",2810687,9684
"LOC650458",450731,650458
"MYT1L",3420050,23040
"NLRP2",1510170,55655
"C1ORF97",6510360,84791
"LOC645466",1010458,645466
"LOC645452",1230370,645452
"FAM126A",5890561,84668
"FLJ10996",2850392,54520
"ZKSCAN2",7570397,342357
"LOC646316",1260148,646316
"C12ORF73",6480138,728568
"OR4K15",2600121,81127
"POFUT2",4780193,23275
"LOC100131737",3290072,100131737
"EXOSC2",1440451,23404
"CREB3L3",3450373,84699
"SMARCC2",6510402,6601
"SHOX2",2680132,6474
"LOC650157",6550377,650157
"CS",2140408,1431
"XRN1",110338,54464
"LOC100127905",6130494,100127905
"SNORD68",1980669,606500
"ABHD9",2710070,79852
"DPM2",3710148,8818
"HS.542408",4860324,NA
"ABCD3",1580736,5825
"GIPC1",6380427,10755
"IKBKE",2450762,9641
"HSPA5",870131,3309
"RAD51L3",3890347,5892
"CBX5",7150685,23468
"VASN",2900274,114990
"UBE1C",2760553,9039
"HS.133153",1980035,NA
"ZNF415",6060066,55786
"ZSWIM4",3870603,65249
"CDH5",4730482,1003
"LOC100128372",4850220,100128372
"NGRN",4260019,51335
"RAB27A",2680044,5873
"LOC441124",4060014,441124
"SLC18A1",6020243,6570
"CUL9",6580491,23113
"C9ORF79",580068,286234
"RPS19BP1",6590209,91582
"DARC",50192,2532
"LOC442366",2140747,442366
"ZBED5",7210634,58486
"RALGPS2",6250630,55103
"SERPINB3",3310201,6317
"RORC",4070091,6097
"RNF40",2680762,9810
"ZNF574",580044,64763
"TMEM41B",1230546,440026
"LOC646438",830228,646438
"PPP2R3C",1820072,55012
"MGC87895",2320291,644068
"ENAH",3170132,55740
"LOC651125",4900619,651125
"MRPL52",1240360,122704
"RCAN3",4890156,11123
"HS.197018",270048,NA
"IL5RA",830519,3568
"TOMM7",4880129,54543
"RPS10",4570482,6204
"CLCN6",3850136,1185
"LOC147727",5340653,147727
"LOC100132111",1070041,100132111
"SLC2A4RG",2070243,56731
"HS.491292",3460735,NA
"LOC100130525",4060376,100130525
"MRI1",5560370,84245
"PPP2R4",6040114,5524
"H2AFV",3460193,94239
"LOC654433",2940743,654433
"ANKLE2",2360671,23141
"OR7E156P",3120332,283491
"PCBP4",4050563,57060
"PMS2L1",6280300,5379
"NPCDR1",7150142,246734
"SNORD36A",2750446,26815
"GVIN1",1740050,387751
"SERINC4",7610148,619189
"USP32",2230553,84669
"CLRN1",6620142,7401
"CDK5RAP2",5690228,55755
"MRPS36",3420079,92259
"KIAA0895L",580463,653319
"TPD52",1940541,7163
"PPWD1",770379,23398
"LOC652656",6330274,652656
"HS.580825",3190722,NA
"WBSCR22",6370538,114049
"NCRNA00094",430609,266655
"NOC4L",4570142,79050
"LOC643395",6290170,643395
"ID1",670386,3397
"HS.359754",1940717,NA
"GRK5",3190239,2869
"SLC35F2",3190685,54733
"RAD23A",3520095,5886
"VLDLR",5390661,7436
"RNF114",2120465,55905
"RILP",1240328,83547
"SIN3A",6420017,25942
"CD34",4150669,947
"LOC100128084",4280309,100128084
"LOC100130827",1030091,100130827
"SPIRE1",5690246,56907
"ADARB1",4760079,104
"BTC",4280131,685
"CFLAR",1240593,8837
"PLA2G15",6480037,23659
"LOC643167",3870152,643167
"MATK",5670605,4145
"DEPDC5",2630603,9681
"GNG10",6370717,2790
"CIDEC",780309,63924
"EPHA6",2690097,285220
"LOC100133478",3830577,100133478
"PLSCR3",6940255,57048
"NCOR2",4180204,9612
"POLDIP2",7200356,26073
"RAB24",6560373,53917
"LOC100134291",1660209,100134291
"ATG4A",620168,115201
"DARS",6840711,1615
"SUCLG2",4060692,8801
"RHBDD1",7570192,84236
"LOC100131733",3450376,100131733
"PTGS1",1070450,5742
"IFNAR1",7550181,3454
"LOC728127",7320209,728127
"AURKA",4730605,6790
"DAPK3",840682,1613
"MTIF2",2230403,4528
"NSUN5C",2970167,260294
"LOC643031",4880477,643031
"ITIH2",730722,3698
"SMARCA5",1980626,8467
"ZNF124",2970750,7678
"TRIM13",1190497,10206
"GSS",110474,2937
"LOC100130982",2320048,100130982
"FAM195A",5690132,84331
"VEGFB",4060333,7423
"P4HB",2850333,5034
"TFIP11",2100332,24144
"C12ORF53",5670170,196500
"STK10",5270241,6793
"ICMT",5550348,23463
"9-Sep",4590110,10801
"C11ORF48",7100280,79081
"LOC728689",5900255,728689
"NAT9",460129,26151
"FGFR3",3370019,2261
"LINS1",1010315,55180
"MFSD3",1510703,113655
"METTL1",1990358,4234
"GSTA5",2370594,221357
"PDIA4",4060068,9601
"LOC645166",1090500,645166
"LOC440145",1660181,440145
"PIK3R6",510463,146850
"TOR1AIP2",4900095,163590
"LOC387723",7200241,387723
"LOC100131301",4150427,100131301
"ZNF280B",2750044,140883
"HS.546008",3940273,NA
"LOC653566",6130189,653566
"MYO6",1430497,4646
"GOLIM4",1820451,27333
"LOC650698",5910674,650698
"LOC653701",110411,653701
"LOC100128060",2710377,100128060
"KCNS3",5080259,3790
"LOC642587",6580333,642587
"MRPL42",70608,28977
"LOC652993",5360497,652993
"C10ORF116",6290168,10974
"LOC390298",7550725,390298
"LOC400578",610025,400578
"DYNC1LI2",5290131,1783
"FARP1",7210196,10160
"SGK3",6510500,23678
"MED13",5890110,9969
"ICOSLG",5690603,23308
"ZNF280D",6110458,54816
"KIAA0776",4150564,23376
"LOC728877",3710079,728877
"LOC728467",2630037,728467
"DKFZP686E2433",2350646,345462
"TCHP",730687,84260
"GAGE5",1050373,2577
"SERPINH1",7650017,871
"ADAMTS14",2000538,140766
"LOC643222",6560273,643222
"LOC100132319",1580239,100132319
"LOC100133128",940132,100133128
"RER1",3850431,11079
"PPIB",2900112,5479
"HS.539367",1110500,NA
"HS.552871",1690575,NA
"C5ORF36",4050736,285600
"BPTF",4780192,2186
"PTGER4",2940438,5734
"SNRK",5820338,54861
"LOC642846",6550100,642846
"C2ORF28",2680438,51374
"HLTF",4250041,6596
"NUP54",6940201,53371
"EFNB1",4730019,1947
"TCEA1",4210189,6917
"TMEM71",1710541,137835
"MIR1299",6270021,100302167
"LOC650028",3290497,650028
"POMT1",4390687,10585
"LOC100132728",7510347,100132728
"MAP2",1240367,4133
"CYP2A13",7210086,1553
"HOMER2",3850630,9455
"OTUD7A",2810332,161725
"LOC643441",2060408,643441
"TRIM37",4640348,4591
"LOC100128564",6220707,100128564
"HDC",6280326,3067
"IL23A",6510026,51561
"PTPRK",6280201,5796
"WDR75",6620670,84128
"SLC22A10",4570228,387775
"HAUS4",4810112,54930
"ZNF14",2510288,7561
"FOXN2",6020612,3344
"HS.544434",2230291,NA
"LOC729340",5550113,729340
"WDR12",2350068,55759
"SYNE2",10634,23224
"LOC388938",2750445,388938
"FMO5",2350243,2330
"TXNDC5",4850398,81567
"ELAVL1",1440215,1994
"LOC645304",5490564,645304
"JOSD2",2650092,126119
"LOC730996",2750088,730996
"RNF34",650709,80196
"LOC440180",4900441,440180
"ARHGAP30",4390441,257106
"CCNG1",4570520,900
"LOC645181",430382,645181
"LOC646675",940446,646675
"LOC642815",4050286,642815
"LOC651022",2370315,651022
"FKBP11",5860204,51303
"SSBP1",1230044,6742
"LOC645099",2900192,645099
"JAK2",3940189,3717
"PTPN20",3850647,26095
"ZNF155",5290019,7711
"PPP1R12A",4010400,4659
"TMEM149",5670139,79713
"FAM105B",1070253,90268
"KRT7",3800161,3855
"SDHA",3180470,6389
"PDE1A",730348,5136
"ZNF526",2750040,116115
"HEMK1",3420767,51409
"DUSP27",3870039,92235
"ZNF174",130300,7727
"EYA3",3190441,2140
"PNKD",5360138,25953
"MGC12538",3190168,84832
"SLC46A3",2640324,283537
"PHYH",7550670,5264
"MAPK8",4560390,5599
"CCL4L2",2970575,388372
"ETNK1",7380746,55500
"COMMD10",1740392,51397
"USP32",5290369,84669
"LOC647439",2230524,647439
"IL18BP",2190717,10068
"CD69",2710575,969
"LOC284352",1850626,284352
"YOD1",4590020,55432
"LOC100130835",4900273,100130835
"SRBD1",2230730,55133
"OMD",4610246,4958
"LOC728312",5890255,728312
"LOC730385",1980068,730385
"MYO19",2490324,80179
"HS.554587",4830093,NA
"TNRC15",7550224,26058
"CRTC3",5900019,64784
"KLF11",5700088,8462
"ZNF785",6560477,146540
"C19ORF4",6960035,25789
"HS.105575",2690092,NA
"HS.552896",5870735,NA
"PPRC1",7160100,23082
"LOC648000",1570491,648000
"TYK2",6900424,7297
"TMEM80",1580707,283232
"LOC643652",3840468,643652
"PTPRT",4780138,11122
"HS.571950",6380398,NA
"SNORD89",5810411,692205
"CTGF",2640292,1490
"BICD2",6840064,23299
"LOC642197",2000138,642197
"KIAA1245",6020240,149013
"CGB7",2070504,94027
"RPS28",650349,6234
"LOC100132941",5260050,100132941
"CYB561",840446,1534
"PQBP1",3400196,10084
"HS.538226",3610189,NA
"TPST1",4760747,8460
"COL9A2",6380040,1298
"CEMP1",540400,752014
"XPNPEP1",7050609,7511
"PRC1",2070494,9055
"CEBPD",5490408,1052
"KLRC2",2360164,3822
"COL5A2",4490292,1290
"HS.544451",5130707,NA
"KCTD12",5560500,115207
"LOC100129559",270528,100129559
"PSMA5",5080451,5686
"HS.537638",1470577,NA
"PCDH11X",5080300,27328
"PARP8",6330341,79668
"CABC1",6220180,56997
"LOC647081",1190482,647081
"LOC728143",2970743,728143
"AES",6660491,166
"SEC22B",2600500,9554
"UCHL5IP",1090370,55559
"TPM3",3400692,7170
"ARMCX3",7150427,51566
"NAT1",2350095,9
"PCCA",4730309,5095
"ADSSL1",4830372,122622
"HS.550282",2810279,NA
"KRTAP11-1",5490544,337880
"TWIST2",2260242,117581
"ARIH2",1010682,10425
"LOC729421",6130544,729421
"SYTL2",780035,54843
"KIAA0947",4220273,23379
"BPGM",3060682,669
"LOC641744",1690020,641744
"TMED10",4070037,10972
"LSM14A",2340328,26065
"CD14",7000369,929
"ALDH8A1",2100546,64577
"SCPEP1",2690598,59342
"MIR644",6510497,693229
"C15ORF44",6200189,81556
"GPRC5A",5690270,9052
"LOC143941",3780392,143941
"LAMP2",780041,3920
"LOC650463",2350040,650463
"AAK1",6860170,22848
"C20ORF107",5080544,388799
"SLC38A10",6220386,124565
"C14ORF19",6580064,280655
"ZNF772",650528,400720
"SMARCA5",3780465,8467
"RHOA",630377,387
"LOC647947",5260338,647947
"CYP20A1",270332,57404
"ZNF444",670242,55311
"TAZ",510326,6901
"HS.535360",6180068,NA
"FOXRED1",1240309,55572
"RBM7",1340202,10179
"CDC42",5270386,998
"MSL3",50537,10943
"LOC653658",4610681,653658
"NUP62CL",7100541,54830
"SEC24C",4280722,9632
"ST8SIA4",2120243,7903
"LOC642615",360692,642615
"CXORF56",4610541,63932
"LOC652634",6100333,652634
"FBN1",4480593,2200
"LOC731751",2000717,731751
"NSBP1",3400315,79366
"LOC100128253",4280494,100128253
"LOC389386",4570164,389386
"MLST8",3710215,64223
"PPCS",2850192,79717
"PBK",3420554,55872
"BCCIP",2940040,56647
"QKI",4570440,9444
"BLZF1",6130020,8548
"EDG4",1170605,9170
"ZNF135",2470768,7694
"LENG8",2000142,114823
"HS.575268",1450315,NA
"CRSP9",6060452,9443
"FASTK",4760328,10922
"LOC402066",510519,402066
"ITGAL",4180494,3683
"C20ORF100",1400601,84969
"LOC100188947",3710333,100188947
"TMEM1",5910082,7109
"NFATC3",2260255,4775
"ALS2CR14",6940709,65068
"NDUFA13",2320367,51079
"ZNF655",6550390,79027
"RANBP10",2480468,57610
"LOC100129379",4250133,100129379
"PKHD1L1",150300,93035
"STS",1580678,412
"LOC653352",3140332,653352
"FKSG29",1980433,100131561
"PHAX",4260364,51808
"LOC100131972",990292,100131972
"ABAT",6580291,18
"TPD52L1",2650553,7164
"C12ORF35",7570477,55196
"KCMF1",630402,56888
"LOC644516",160523,644516
"MGAT1",5900592,4245
"CDK5R2",3420367,8941
"LOC646572",4920491,646572
"HS.486010",4280484,NA
"HIST1H3F",2100528,8968
"BDNF",4880356,627
"OR5D18",6980669,219438
"HS.187499",4880075,NA
"HS.342412",6650739,NA
"LOC730041",4810064,730041
"IFT81",7040706,28981
"FAM123B",70192,139285
"VWA1",840131,64856
"MRPL10",6180196,124995
"DIO2",2190326,1734
"RPL4",4250445,6124
"NEDD4L",1570273,23327
"LGALS8",6270554,3964
"LOC729681",3450438,729681
"ANAPC4",6450021,29945
"PAF1",5310768,54623
"STGC3",5810739,474171
"DMXL1",6450438,1657
"LOC648434",7210731,648434
"PPP4R1",2060286,9989
"HS.543828",2450291,NA
"HS.544706",7560392,NA
"SNORA11C",4560370,100124540
"LOC643911",3780221,643911
"POLR2J3",3190537,548644
"LOC643438",3180619,643438
"ITLN1",7610170,55600
"BTBD2",7610072,55643
"AP1S2",1070192,8905
"NLRP9",1710463,338321
"SERPINA3",6280168,12
"PRKX",1470367,5613
"CLDN15",1300717,24146
"LEPR",2680382,3953
"COMT",520446,1312
"LIMCH1",1770754,22998
"ZC3H11B",4610445,643136
"LOC402342",6020138,402342
"RPGRIP1",7400475,57096
"RNF43",2060228,54894
"LOC100128056",2640201,100128056
"GSN",3940204,2934
"CCDC56",2070674,28958
"LOC153561",4640286,153561
"PTPLAD2",2900328,401494
"LOC100132234",1440561,100132234
"CSNK1G3",4210064,1456
"LOC441442",1260324,441442
"ZNF780B",4040047,163131
"LOC643310",510209,643310
"NFKBIZ",50465,64332
"SEPT2",6940619,4735
"NRTN",5310468,4902
"ECHDC1",7650053,55862
"CLP1",5080156,10978
"ABCC6",4230093,368
"MAP4K3",450019,8491
"LOC728832",7000128,728832
"LOC100132513",3120594,100132513
"OR2B3P",5260762,442184
"IRF5",4260373,3663
"PGGT1B",130735,5229
"VEZT",2000195,55591
"PARN",1440022,5073
"LOC100130178",2190398,100130178
"PCK2",7320682,5106
"LIMK1",6020767,3984
"LOC728499",7160008,728499
"LOC728453",1190575,728453
"MBNL1",7550093,4154
"SCYL1",1580093,57410
"FAM48A",5700424,55578
"PPIL6",3120259,285755
"TMEM202",5340707,338949
"DIO1",3140465,1733
"HOXB4",2120008,3214
"C1ORF63",1990717,57035
"PIAS2",5050477,9063
"MAP1B",2710524,4131
"TUBB",6580474,203068
"SNORD22",4260431,9304
"RGS10",3830092,6001
"KGFLP1",6940100,387628
"LOC100133463",5360647,100133463
"TOP1",7000025,7150
"LOC100128131",3440180,100128131
"LOC731954",6580019,731954
"MOCS2",5550053,4338
"CTSB",240309,1508
"PLEKHG3",4010397,26030
"SOCS7",3890491,30837
"SGTB",1450543,54557
"LOC730920",6420086,730920
"LOC163233",2970082,163233
"LOC650580",1770554,650580
"CSPP1",6860709,79848
"MAK",5290100,4117
"SF3B1",3800435,23451
"LOC100134407",5670039,100134407
"LOC100134766",5270424,100134766
"FBXO21",1260164,23014
"SLMAP",270243,7871
"UTP14C",7560674,9724
"SUGT1L1",770364,283507
"STX3",2350703,6809
"ZNF165",6200014,7718
"FLJ31945",3850543,440137
"LOC650518",7650528,650518
"MRPS25",7150162,64432
"NCL",3120458,4691
"LOC730015",5490129,730015
"TNFRSF10B",2360095,8795
"C1ORF218",4860575,54530
"LOC100130769",7000010,100130769
"DTWD1",150128,56986
"FHL2",990288,2274
"RPL13L",70671,283345
"CDC42EP4",1070047,23580
"MBOAT2",4560019,129642
"KCNH8",3120129,131096
"DGAT1",3610039,8694
"LOC100129410",2850093,100129410
"FLJ30679",1030673,146512
"HS.162932",6900768,NA
"LOC652697",6250240,652697
"FOXK1",6380168,221937
"CRX",2850543,1406
"INSL5",3180605,10022
"C1ORF124",4880181,83932
"FEN1",1010719,2237
"CORO1B",3780451,57175
"ARCN1",2750653,372
"MED8",7330546,112950
"IL17RA",3710221,23765
"TACSTD2",6270138,4070
"COX7C",7570475,1350
"CNGA1",3440280,1259
"C7ORF58",380736,79974
"LOC652222",3190523,652222
"SULT1A3",5900678,6818
"SYTL1",2760437,84958
"FLJ10916",3180719,55258
"KCTD5",7550064,54442
"EPHX2",6960397,2053
"ZCCHC8",2760041,55596
"HS.565830",630193,NA
"PDCD4",2570433,27250
"KTELC1",3850161,56983
"LOC728661",360731,728661
"PRDX6",7550343,9588
"TOR3A",430411,64222
"MARS2",4760327,92935
"LOC388720",1940050,388720
"HS.475353",4760315,NA
"NT5DC3",3370433,51559
"LEMD2",4780446,221496
"ZNF37B",2850706,256112
"SON",5130543,6651
"ATP1A2",3990092,477
"SPRR2C",6550356,6702
"HS.524845",2140767,NA
"LOC100128013",4860452,100128013
"PMP22",4280047,5376
"LOC388242",4780356,388242
"LDB1",2140148,8861
"MASP1",5960438,5648
"KLHL26",580446,55295
"PDE4A",1430753,5141
"SLC16A1",6250026,6566
"DIAPH3",5900017,81624
"LOC653557",1300390,653557
"OTUD4",4670450,54726
"OVOL2",6330201,58495
"HS.575725",7200682,NA
"KREMEN1",5310445,83999
"KIF3B",2450037,9371
"LOC730101",4210240,730101
"LOC653059",840470,653059
"VAT1",2600746,10493
"NPAS2",6110167,4862
"SPPL2B",1450491,56928
"LOC554203",2480132,554203
"LOC100132491",3710403,100132491
"ZNF670",5900706,93474
"ARL4A",1410113,10124
"SPAG9",3370603,9043
"FMNL3",2940615,91010
"INTS1",6100040,26173
"LOC100133443",2640717,100133443
"BCR",3180682,613
"OAS2",1570156,4939
"F3",10079,2152
"ABCG2",7160220,9429
"APLP1",3140431,333
"SNORD31",6660010,9298
"LOC645799",2120646,645799
"RUNDC1",830446,146923
"LRRN3",2230538,54674
"SRPRB",4480224,58477
"PDE6D",1500491,5147
"TMEM19",4040678,55266
"LOC642267",2230575,642267
"KIR2DL4",2900360,3805
"RORA",3940703,6095
"STAG3L4",6380612,64940
"PDGFRA",3130240,5156
"RD3",770138,343035
"C12ORF29",110240,91298
"RPS11",5560349,6205
"LOC100130928",360672,100130928
"LOC650037",2230110,650037
"MBOAT1",1030309,154141
"NACC1",5420192,112939
"PKLR",510164,5313
"PTPRCAP",1430341,5790
"KDM2B",1780528,84678
"FEZ2",360608,9637
"RAB27A",4390561,5873
"C21ORF49",5570747,54067
"MIR300",1510403,100126297
"MIR1913",60564,100302141
"TIRAP",5550746,114609
"UBQLN4",3610487,56893
"SLC4A5",830356,57835
"HS.403584",2370452,NA
"SPAG9",130164,9043
"NOL12",2060064,79159
"OLFM4",4610333,10562
"ABCG1",6450059,9619
"PFTK1",6400553,5218
"WNT5A",1820343,7474
"LOC285359",3180347,285359
"SLC40A1",730164,30061
"FGG",3180025,2266
"LOC653051",430327,653051
"HS.121322",4610133,NA
"CAMK2N1",4060008,55450
"LOC100133086",2600730,100133086
"ZFPL1",4670121,7542
"EFTUD1",3780403,79631
"LOC645039",6130392,645039
"ABHD11",6110592,83451
"HS.571887",4610184,NA
"LOC645558",7050615,645558
"HS.99150",3180167,NA
"NLN",430209,57486
"KIFAP3",1940482,22920
"DLX4",2570301,1748
"HS.132376",2370470,NA
"ZNF676",4730601,163223
"HS.501656",7210356,NA
"NTHL1",2070184,4913
"IDO1",5570711,3620
"MYL2",1260463,4633
"SLC25A6",4490722,293
"RBM6",7380088,10180
"GPRC5C",1170477,55890
"PRDM7",3520192,11105
"C1ORF137",5870402,388667
"CEACAM1",5340767,634
"HS.571060",1300301,NA
"DHX40",6590392,79665
"RECQL5",6620465,9400
"LOC144438",4150167,144438
"PRDM10",2070753,56980
"LOC100134700",20735,100134700
"GGPS1",1260520,9453
"PCAF",2750070,8850
"SLC30A5",1230730,64924
"LOC643972",5050097,643972
"LOC645296",630035,645296
"OR5C1",4070528,392391
"EPS8L3",3710184,79574
"CIB1",4900440,10519
"CAPRIN2",1980202,65981
"LOC100128410",1230209,100128410
"LOC647099",2350327,647099
"RBM20",6020671,282996
"PDS5B",5220575,23047
"KLF7",3290142,8609
"CENPP",6250196,401541
"HS.128396",6060022,NA
"LOC645381",5050598,645381
"THAP8",6400377,199745
"ITGA2B",5340468,3674
"HS.151285",3440300,NA
"NRBP1",430239,29959
"FYCO1",6900278,79443
"HS.542484",4230639,NA
"ZCCHC17",2450280,51538
"DISP2",7200348,85455
"LOC643855",6350746,643855
"HS.580375",3610020,NA
"C1ORF159",5570523,54991
"OGN",2940280,4969
"C7ORF63",7160414,79846
"PCDHB15",6660528,56121
"LOC653715",270626,653715
"COX15",2490739,1355
"KLHL28",3610358,54813
"SYT15",4860475,83849
"DEGS1",5560398,8560
"VARS",6980100,7407
"MAF1",1990255,84232
"WDHD1",3450450,11169
"C3ORF63",6370672,23272
"LOC644380",3310446,644380
"LRRC37A4",1990041,55073
"LOC388275",2940066,388275
"LOC441282",1850484,441282
"HS.543759",4540274,NA
"LOC647102",2350671,647102
"SULT1A2",2480014,6799
"KLHL6",2470338,89857
"LOC650293",5340682,650293
"CYP4F3",520523,4051
"HS.545199",6350730,NA
"BRD1",1440450,23774
"STX2",5910619,2054
"LRRC58",1690161,116064
"MKS1",4260176,54903
"CRIM1",3930040,51232
"ZNF546",7210471,339327
"PYHIN1",7000270,149628
"PRKAR1A",130368,5573
"SPATA7",3360609,55812
"ZNF197",6760025,10168
"DLG3",540379,1741
"FAM110A",6400402,83541
"ZNF485",670279,220992
"ENTPD6",3170209,955
"HS.147030",3610168,NA
"TAF6",2000328,6878
"RANBP1",7000735,5902
"HS.537682",4730338,NA
"EZR",2100612,7430
"MIR33B",2600626,693120
"HNRNPUL1",2710255,11100
"ZNF485",4210687,220992
"RPN2",3370112,6185
"C10ORF137",3190020,26098
"NKX1-1",3360435,54729
"ATHL1",4070239,80162
"ARHGAP8",6760482,23779
"LOC100127982",6480367,100127982
"PLUNC",6420687,51297
"SAMD11",2340431,148398
"LAMA2",360181,3908
"CYORF14",6130487,55410
"CHST6",20445,4166
"GPBAR1",5560079,151306
"FTHL3",6450139,2498
"DUSP8",4890041,1850
"DDIT3",830619,1649
"CX3CL1",630521,6376
"NIPAL2",2650609,79815
"HS.565029",5270369,NA
"BIRC2",4920707,329
"VGLL1",4540619,51442
"BUB3",5960465,9184
"SCARF2",5390703,91179
"ZMYND15",6580717,84225
"PRR19",3170255,284338
"C10ORF75",6560500,90271
"PCBD1",3140021,5092
"LOC653105",2320390,653105
"PDXK",5890131,8566
"C16ORF63",6520497,123811
"APOM",3830022,55937
"LOC402057",6660433,402057
"COPG2IT1",430364,53844
"LOC643161",6400735,643161
"PIK3R1",4290450,5295
"TMEM184B",7610369,25829
"LOC643647",1410280,643647
"HFE",7400367,3077
"PUS1",60092,80324
"LOC100132528",4760754,100132528
"KIAA1704",2320164,55425
"LOC653157",4050132,653157
"PSMB6",2360682,5694
"TPK1",1050079,27010
"LOC643977",5340278,643977
"TNNT1",2350379,7138
"GRIP2",2360438,80852
"BEX2",4830674,84707
"LOC346085",6200725,346085
"MIR586",6380047,693171
"TNXA",3780349,7146
"HS.526748",2190487,NA
"HS.551847",1710437,NA
"SNORD67",1340164,692108
"ING3",7550707,54556
"GSTA1",1090561,2938
"ENOX2",1500487,10495
"HTR2A",7400091,3356
"IYD",6960563,389434
"U2AF1L4",4050059,199746
"LOC283683",6350477,283683
"ZNF528",7210603,84436
"SFRS7",450168,6432
"UBE2MP1",6330386,606551
"SC65",6760673,10609
"HS.253999",1580452,NA
"KISS1",5820189,3814
"LOC731049",4610608,731049
"COMMD6",4260484,170622
"RPE",1940608,6120
"NHP2L1",2360445,4809
"LOC653487",240196,653487
"LOC100128423",3130273,100128423
"LOC100129424",150521,100129424
"MAL",4040398,4118
"C14ORF167",1260672,55449
"C9ORF100",3840433,84904
"LOC646823",5860537,646823
"GHDC",2030754,84514
"VPS26A",1580035,9559
"LOC653325",4610730,653325
"CCL8",6620121,6355
"UBA52",4220519,7311
"LOC641851",6760292,641851
"TMEM101",1400397,84336
"LYPLAL1",4730224,127018
"QSOX2",290441,169714
"LOC641814",6900608,641814
"CCNG2",5360672,901
"C11ORF44",1990369,283171
"ZNHIT3",4060048,9326
"EIF6",1850681,3692
"SULT1A4",5490594,445329
"C9ORF82",380348,79886
"KLF4",2810059,9314
"GDF10",5690095,2662
"LOC440349",2490187,440349
"LDLR",1440736,3949
"LOC645574",2480133,645574
"ALDH16A1",940441,126133
"LOC100132229",7610414,100132229
"RGN",510543,9104
"USP28",1690243,57646
"RMI1",1990433,80010
"LOC100132763",5390192,100132763
"C14ORF65",5910035,317762
"KIAA0319L",1430039,79932
"PRKD2",6510446,25865
"BDNF",770603,627
"PTMA",460386,5757
"LOC100131765",4730327,100131765
"SYNCRIP",4880500,10492
"PAH",6580110,5053
"LOC729051",2940093,729051
"TMEM26",4890600,219623
"N4BP2",2650408,55728
"HRASLS3",2510593,11145
"LOC100131971",3310241,100131971
"FCGRT",4200176,2217
"BEND5",4540398,79656
"MGP",1430487,4256
"PTPN23",840408,25930
"LOC442421",5050209,442421
"LOC729249",4200408,729249
