"Gene","ProbeId","EntrezId"
"LOC645126",4060678,645126
"TMEM154",1110300,201799
"HS.543127",7160541,NA
"ATF4",3460309,468
"MGC39900",4200070,286527
"TP53I3",1260020,9540
"C8ORF30A",1820112,51236
"HS.543364",7210465,NA
"LOC389517",5690669,389517
"LOC732445",830717,732445
"TUBE1",6380673,51175
"BACE1",2650414,23621
"HS.150067",70288,NA
"LOC651914",5860202,651914
"LOC644037",6840520,644037
"LOC648509",2970220,648509
"AP2S1",6370661,1175
"NCOR1",270646,9611
"KLRC1",3830575,3821
"LOC650227",50768,650227
"IFI16",3870594,3428
"CEP63",6860554,80254
"CD44",5860152,960
"HS.568326",1940044,NA
"MAP3K15",3180646,389840
"LOC391703",5570441,391703
"RIPK2",4150520,8767
"LOC645869",6400368,645869
"COQ3",2760181,51805
"RPL18",3780220,6141
"C20ORF56",240735,140828
"ZBTB4",2120441,57659
"PROX1",5360689,5629
"C5ORF22",2940725,55322
"TNFRSF10D",830113,8793
"KCNK10",2350088,54207
"ABCC3",60114,8714
"MOXD1",3310520,26002
"TLR7",7200753,51284
"CDK3",6280754,1018
"HS.551942",240189,NA
"LOC340527",1990202,340527
"RAB3IP",1410603,117177
"NUBP1",4220026,4682
"NEDD4",5560576,4734
"ARHGAP25",6520196,9938
"NR1D2",1740600,9975
"GABRR3",70382,200959
"LOC100133666",4640017,100133666
"CPEB3",2750414,22849
"HS.544713",2450673,NA
"RNPC2",4890039,9584
"KPNA4",2850128,3840
"LOC100133585",1780692,100133585
"CTDP1",6620433,9150
"HS.545586",7330288,NA
"DYRK2",540450,8445
"EGFR",1050671,1956
"USP30",4830010,84749
"MXD4",3710647,10608
"DYNC2H1",4220215,79659
"WFDC3",1240746,140686
"LOC653216",2000196,653216
"ZNF213",5130332,7760
"MAP3K2",6180142,10746
"MUC12",1850315,10071
"FMR1",6270400,2332
"HS.374278",3460020,NA
"VRK2",6550020,7444
"HS.576307",7550706,NA
"EPS8L2",6290360,64787
"LOC645682",4780754,645682
"RNF214",6940600,257160
"HNMT",3870102,3176
"LOC100130476",520494,100130476
"LOC341378",6760047,341378
"FBXO46",2360328,23403
"PIN1",4640168,5300
"TSFM",3130102,10102
"MCM8",2370017,84515
"PABPC5",6590753,140886
"LOC652607",6400315,652607
"SMURF1",840598,57154
"LOC100133797",7000358,100133797
"LRTOMT",1300437,220074
"PSMD12",4120047,5718
"TBCE",4210491,6905
"MIR1275",460521,100302123
"APBB2",380707,323
"CCDC99",520528,54908
"THEG",510156,51298
"RBM9",3130184,23543
"PDGFA",6130333,5154
"FEM1C",2000228,56929
"ALDH1L1",6660341,10840
"DTWD2",6400327,285605
"TXNL2",4230189,10539
"USP2",3420441,9099
"LOC641941",7210132,641941
"LOC642335",6350156,642335
"FAM82A2",4730184,55177
"BBS1",5550554,582
"LOC651816",1570746,651816
"GGT3P",4760274,2679
"COQ5",7570500,84274
"SLC24A5",6350609,283652
"DGAT2",3450537,84649
"CENTA1",830735,11033
"MARK2",4040136,2011
"LOC100127915",5080735,100127915
"UGCGL1",3170592,56886
"LOC100133077",1050136,100133077
"C10ORF4",3310152,118924
"NEDD8",7000722,4738
"LOC730818",5270706,730818
"IL7R",3890523,3575
"TAPBP",3940296,6892
"TOP3A",7560014,7156
"HHAT",2360639,55733
"HS.575253",6510273,NA
"LOC642947",830673,642947
"CD33",7050050,945
"USP48",6580431,84196
"CLSTN1",4880097,22883
"USF2",7210382,7392
"HS.494628",6250402,NA
"HIAT1",270601,64645
"RP11-49G10.8",1770215,317716
"IRF2",580722,3660
"C12ORF24",780240,29902
"CDO1",4640491,1036
"SLC25A35",5870280,399512
"HS.415576",2680670,NA
"ZNF696",3310523,79943
"MIR146A",7510110,406938
"COX19",1450255,90639
"PARS2",3400170,25973
"LOC100130441",5900576,100130441
"AKT1",2470619,207
"HS.562504",520491,NA
"TAC3",5310209,6866
"ALX1",110521,8092
"HEPACAM2",1300427,253012
"SCAMP2",50341,10066
"MBD1",2340445,4152
"LOC100128256",840719,100128256
"RPRC1",2970563,55700
"PTBP2",5820521,58155
"HSD11B1",5810132,3290
"RAD51C",7610129,5889
"ERI2",4730026,112479
"NOC4L",4670307,79050
"SNORA80",5260280,677846
"TMOD4",6450739,29765
"ATP8B2",6960168,57198
"RAET1E",6130097,135250
"BCL3",6330725,602
"SCGB1C1",6180609,147199
"LOC100128003",1450091,100128003
"ACSS2",3310019,55902
"C9ORF58",5420482,83543
"RBM10",2680156,8241
"MAPKSP1",6580475,8649
"ZNF654",4070600,55279
"ZNF254",540095,9534
"LOC100133181",4230170,100133181
"STIM2",3840386,57620
"ZFP106",3360619,64397
"INTS5",4810288,80789
"PCDH10",5910093,57575
"CYP2R1",1410538,120227
"RIPK1",5560086,8737
"RHOH",160674,399
"GRAP",4730431,10750
"LOC651714",3840672,651714
"COL8A1",3360452,1295
"UGT1A1",2630332,54658
"EIF2B3",5700647,8891
"NCRNA00119",4850601,348808
"C2ORF64",5390372,493753
"FER1L4",4640039,80307
"LOC728125",1190523,728125
"CDAN1",3940309,146059
"LOC651212",5690195,651212
"TUBA3D",3930132,113457
"NXPH1",6840082,30010
"HS.209244",5890594,NA
"HS.539841",2450369,NA
"GRB14",1660689,2888
"LOC338870",1170441,338870
"LOC400036",5860228,400036
"CDC42SE2",2570767,56990
"HCST",2260113,10870
"LOC100133930",5260500,100133930
"SH3GL1",4280639,6455
"LOC286467",4760187,286467
"GPR22",6380273,2845
"URB1",5570458,9875
"COG5",1430577,10466
"CTDSPL",1770170,10217
"STAM2",3940672,10254
"MARCH9",4890131,92979
"CHL1",5810491,10752
"SIGIRR",5860373,59307
"NCRNA00087",360497,644596
"ASS1",110433,445
"HLA-DRB6",620544,3128
"ERLIN1",6110634,10613
"GAS6",4570181,2621
"RAB9A",2940451,9367
"WDR43",3130400,23160
"SFMBT1",2650433,51460
"LOC647910",7050601,647910
"LOC100132289",2260674,100132289
"LOC647297",6770092,647297
"HS.388347",1570114,NA
"C11ORF9",3290088,745
"KCNE3",990239,10008
"ABCC3",270615,8714
"NCRNA00152",5490017,112597
"TEF",4040114,7008
"MSMP",3450243,692094
"BCL10",110148,8915
"GPR35",6520328,2859
"ZNF347",6420243,84671
"MOS",2510328,4342
"HRK",2260747,8739
"NOMO1",2650040,23420
"ITGB1",110440,3688
"LUC7L",1170327,55692
"LOC100129566",5700367,100129566
"GOLSYN",2690411,55638
"LOC341230",2690538,341230
"LOC100128613",3440255,100128613
"FOXO4",4480575,4303
"TNNC2",5720630,7125
"TAGLN",650678,6876
"PDGFB",3450528,5155
"M6PRBP1",620008,10226
"COX11P",4890400,140468
"LAX1",580411,54900
"LOC644683",1340735,644683
"ZNF655",2070148,79027
"CCNL1",6280524,57018
"CREBL2",6220377,1389
"HS.540819",6560743,NA
"PNKP",7610184,11284
"PHB2",4060722,11331
"VBP1",4860358,7411
"PTEN",6840072,5728
"JHDM1D",5420433,80853
"SMARCD1",2000121,6602
"GADD45G",5570114,10912
"IDS",3610162,3423
"C12ORF49",3170102,79794
"DENND4C",2640240,55667
"PARP8",5260327,79668
"HS.444475",3360564,NA
"MYH6",1500349,4624
"PRDM9",6560343,56979
"LOC652694",580136,652694
"HS.540722",3120435,NA
"HS.582446",6940441,NA
"BBS12",5570435,166379
"LOC100133695",2070102,100133695
"PAXIP1",3830372,22976
"ERC1",7040193,23085
"VAPA",7200368,9218
"FAM90A6P",5260603,389618
"FRMD6",7650646,122786
"TSR1",7400544,55720
"SMC2",3360400,10592
"MOV10",6580484,4343
"MRPS27",6110561,23107
"MFSD2",3840196,84879
"MAGEA2",5090100,4101
"LOC440456",2120041,440456
"VPS13B",3190113,157680
"FOXP2",5560168,93986
"RNF135",2630376,84282
"LOC100130086",4590053,100130086
"IRX1",5550270,79192
"HS.334272",3190333,NA
"KIAA1609",620110,57707
"PPP4R1L",5050750,55370
"TOMM6",2070564,100188893
"WIPF1",6860196,7456
"TMEM67",4250079,91147
"RRAGB",6940397,10325
"ECOP",870692,81552
"EOMES",7320372,8320
"LOC649023",4210603,649023
"AHR",4890672,196
"GRHL2",6110338,79977
"SAA1",2600424,6288
"LOC648153",2760546,648153
"LOC340156",4040735,340156
"PPP1R1B",1940747,84152
"SLC17A5",1770471,26503
"NCOA1",160411,8648
"CNN3",4640743,1266
"ZNF326",7320414,284695
"LAT1-3TM",6760445,81893
"GNB4",2940484,59345
"RPL18A",940332,6142
"ARMCX1",4230451,51309
"HS.445365",6250152,NA
"FHIT",510452,2272
"VSNL1",6100259,7447
"LIPM",3830707,340654
"PRKCZ",2750324,5590
"ZMYM2",5270088,7750
"RNF7",380674,9616
"SNTB1",3420739,6641
"LOC649702",6370609,649702
"C21ORF59",6480368,56683
"SPCS1",1300497,28972
"LOC729770",240010,729770
"TRAPPC2P1",4590121,10597
"DOCK5",3310682,80005
"MS4A14",840689,84689
"MED23",4900474,9439
"CCDC62",5490463,84660
"LOC100134025",1110044,100134025
"TRIM15",2060577,89870
"HS.35953",4830465,NA
"LOC100133422",7320689,100133422
"DPM1",5670626,8813
"HS.137206",4220450,NA
"GTF3C2",2140064,2976
"FLJ44451",3060634,100101122
"CTSC",1510433,1075
"HS.563639",610438,NA
"OSGEPL1",2060603,64172
"GM2A",4280273,2760
"HS.571417",1110066,NA
"LOC390466",3710471,390466
"UBL3",6620538,5412
"LOC100130179",2360543,100130179
"SYCE1L",3870050,100130958
"TRIM29",2370747,23650
"USP12",2360521,219333
"MGAM",2260725,8972
"HS.573905",460594,NA
"LOC388242",630075,388242
"ATXN7L1",2350615,222255
"WASL",6380138,8976
"COL28A1",4070450,340267
"ZMAT2",1980500,153527
"WFDC5",1580593,149708
"KCNK6",6650278,9424
"LOC644914",5080369,644914
"TAF9L",610403,51616
"HM13",7210110,81502
"C7ORF38",2360315,221786
"GRASP",20470,160622
"HS.125470",730408,NA
"SCRN3",2120661,79634
"LOC728953",7560707,728953
"FAM39DP",1240441,374666
"PIK3CA",4880367,5290
"PCSK1",520176,5122
"ZNF430",7200326,80264
"ATXN1L",4220133,342371
"HS.582914",4830300,NA
"EPRS",5090088,2058
"NUDC",6110477,10726
"LOC728558",20747,728558
"HS.576524",5700133,NA
"LOC729350",5570719,729350
"LOC440061",5720750,440061
"HVCN1",3800735,84329
"H2AFB1",5890541,474382
"ZC3H11A",4850072,9877
"FAM30A",380390,29064
"IP6K2",6660682,51447
"BMPR2",460730,659
"ERCC-00071",4230037,NA
"ZNF614",2450053,80110
"SMPD3",4490324,55512
"RHOF",2260148,54509
"PTPRU",6620524,10076
"HS.136788",6650671,NA
"WDR33",1940138,55339
"CLN8",5130066,2055
"F8A1",1110551,8263
"EIF3A",2060241,8661
"TYW3",4010343,127253
"HS.37648",4860280,NA
"HS.130260",60739,NA
"ATAD1",5340551,84896
"INO80B",460221,83444
"HS.564504",6660112,NA
"LOC643901",2490056,643901
"P76",4640608,196463
"LOC100133017",4070064,100133017
"C11ORF58",3840440,10944
"KCTD10",5390754,83892
"HS.374903",2630736,NA
"IFT80",60113,57560
"LOC731658",150639,731658
"LOC644096",380398,644096
"LOC401640",2320102,401640
"DFFB",3830095,1677
"SPTLC1",620731,10558
"HS.540724",7320025,NA
"OR5AR1",6960132,219493
"STOX1",4220674,219736
"KLC2",3440278,64837
"PIK3CB",4480523,5291
"MS4A7",3840564,58475
"LOC645165",4590192,645165
"LOC653147",5080768,653147
"HS.581935",6860279,NA
"MGC45491",4830746,221416
"SNORA45",2690619,677826
"FLJ22184",770719,80164
"FAM133B",5130672,257415
"GRTP1",3830044,79774
"NPLOC4",1470154,55666
"RPL3",3990215,6122
"PRDX3",5570292,10935
"COPB1",6980170,1315
"LOC646990",6520209,646990
"NVL",2900551,4931
"CETN3",830136,1070
"BCMO1",3890072,53630
"WDR1",4860239,9948
"PDHA2",1820630,5161
"CIAO1",6980156,9391
"LOC100132139",2230612,100132139
"CXORF59",1990347,286464
"CCS",1110255,9973
"RECK",3390487,8434
"VPS39",2710204,23339
"HS.485155",2360494,NA
"KLRB1",6200019,3820
"PITPNM1",6960215,9600
"CEP68",1110039,23177
"LOC148766",4150491,148766
"FGFRL1",5860112,53834
"LOC644880",5550739,644880
"LOC646496",1410327,646496
"RGN",5810100,9104
"ALDH1A1",1070477,216
"CORO1C",670025,23603
"CCNT1",3120709,904
"SF3B4",990193,10262
"LRP1",2710286,4035
"FAM58A",1940228,92002
"RUFY1",3710025,80230
"ZNF589",840239,51385
"MAN2A2",3140288,4122
"GYPE",4050376,2996
"CEP78",5570142,84131
"INSRR",1580711,3645
"LOC646966",2060280,646966
"ARHGAP4",7200240,393
"SPI1",4220603,6688
"CYP2B6",10484,1555
"ANKAR",1430563,150709
"LOC100132449",580603,100132449
"LOC644310",3850452,644310
"ARL16",990154,339231
"AFAP1",2690187,60312
"LOC650200",150142,650200
"COL16A1",5360743,1307
"BUB1B",1090047,701
"HCG4",6040187,54435
"C18ORF55",4900609,29090
"MBD1",3390327,4152
"CCR2",580706,1231
"SVIL",610482,6840
"TAF12",4200626,6883
"HS.112050",290500,NA
"TUBB2C",2070368,10383
"NLGN1",1660037,22871
"HDX",4830551,139324
"MYO1F",5810471,4542
"P11",5690747,8909
"COMMD8",650148,54951
"SLC26A10",5670520,65012
"CANX",1070402,821
"DZIP3",110274,9666
"LOC100130522",2850332,100130522
"CCDC132",460682,55610
"PIK3C3",6560121,5289
"SRGAP2",4860220,23380
"SP140",3140041,11262
"AMMECR1L",4900605,83607
"TOP1MT",5870390,116447
"C1ORF86",1570564,199990
"NDUFB10",1820482,4716
"ZNF527",1710465,84503
"TAS2R3",70703,50831
"CBX4",3830170,8535
"WDR5B",2350228,54554
"ITPKB",4830239,3707
"VPS54",6060379,51542
"FLJ32011",1440725,148930
"HS.541596",4830392,NA
"HS.568612",4610647,NA
"RPL21",4920070,6144
"HS.559863",4480634,NA
"TECTA",6650411,7007
"GINS2",6020735,51659
"TPI1",3310477,7167
"SPRY4",4390414,81848
"GJD3",5890189,125111
"RASA1",6480687,5921
"ETV3",4810343,2117
"LSM6",5550070,11157
"DPEP1",150056,1800
"HDAC10",6370520,83933
"PDCL3",3870646,79031
"TAF1",4570746,6872
"MAD2L1BP",460193,9587
"GABBR1",4120544,2550
"SLCO3A1",1440348,28232
"PRPF3",2260615,9129
"LAMB2",7650189,3913
"C17ORF97",2640142,400566
"FLJ22675",780703,254439
"LOC728973",3870470,728973
"YIPF2",2630132,78992
"BAG3",1340075,9531
"LOC729898",380192,729898
"SPAG9",1770730,9043
"LOC440895",5130711,440895
"LOC100134152",620671,100134152
"PTPN11",2030523,5781
"RPP38",1230181,10557
"IDO2",1190703,169355
"CCDC28B",2630102,79140
"RECQL4",4250437,9401
"TBCE",3290703,6905
"TPT1",2360594,7178
"CCDC128",520598,129285
"PFKFB2",7040181,5208
"H2AFX",6980497,3014
"LOC730455",5820048,730455
"HS.559654",4070152,NA
"HS.560344",7550600,NA
"CFTR",5870131,1080
"HS.545976",2120019,NA
"GADD45A",670255,1647
"MGC16384",540484,114130
"TAC3",3800048,6866
"MAFG",6180148,4097
"NSD1",110136,64324
"TNFRSF6B",2640392,8771
"LOC731999",4760600,731999
"C12ORF62",6620360,84987
"RFX3",5670528,5991
"LOC100132323",3930670,100132323
"ZNF846",7510605,162993
"OSGEPL1",3840747,64172
"APLF",4640477,200558
"SH2D3C",270487,10044
"LOC341965",2190474,341965
"MIR933",3830424,100126350
"HS.477876",6370403,NA
"CXORF48",2140725,54967
"LOC441876",6280021,441876
"TNF",2640301,7124
"CHMP6",5690520,79643
"THOC4",1660309,10189
"RAN",6250707,5901
"LOC642780",2450392,642780
"RRP7B",840703,91695
"LOC652436",2600608,652436
"HS.570977",4830142,NA
"LILRB4",1820114,11006
"C8ORF45",4640132,157777
"BTAF1",2070209,9044
"RBMY2FP",6370037,159162
"PLA2G4F",3360064,255189
"NUP98",4480767,4928
"CCNH",1980242,902
"PARP2",1850612,10038
"SNORD101",3400139,594837
"THOC3",610243,84321
"HS.577713",6660736,NA
"LOC643159",6220500,643159
"HS.514453",1170209,NA
"LOC100133150",4210685,100133150
"HS.493947",6330215,NA
"COX6A1",3850110,1337
"LOC100130324",5220463,100130324
"MGC24103",5050600,158295
"CAT",1240446,847
"PICK1",7040243,9463
"PSAP",6200086,5660
"LOC643201",5340092,643201
"HOXB2",3460097,3212
"RANBP6",50370,26953
"EFEMP1",1170711,2202
"NAIF1",3850594,203245
"MTMR12",6590685,54545
"DUSP22",380154,56940
"LOC389958",5910037,389958
"MZF1",1030053,7593
"BOAT",620274,342371
"GPX5",3890093,2880
"SSX6",3840347,280657
"UGT2B15",2810221,7366
"LOC647195",5090373,647195
"KIAA1462",2570537,57608
"KLHDC8A",7380452,55220
"TCP1",990315,6950
"CHCHD10",940010,400916
"HIT-40",380112,90576
"COBRA1",6380044,25920
"PPIL3",7320326,53938
"RNF152",5090041,220441
"KLC4",4570605,89953
"PLXNA4B",2710411,91584
"ATP2C1",780367,27032
"RUNDC2C",2370070,440352
"LOC100129027",110097,100129027
"MRPS18B",50056,28973
"TUBB",3610259,203068
"ZDHHC8P",1570719,150244
"PDE8A",7160450,5151
"DDO",4010037,8528
"SLC25A3",4040224,5250
"GTF2I",4570736,2969
"KIF14",2810201,9928
"HS.336370",6770487,NA
"CDC42SE2",6770161,56990
"GHITM",4850754,27069
"LOC441662",6510671,441662
"TNNT2",4010039,7139
"DNAJC25",4040719,548645
"APOL6",5550397,80830
"RPS23",380070,6228
"LOC100132247",6060014,100132247
"LOC387867",620609,387867
"C20ORF175",2120129,140876
"KATNAL1",1820438,84056
"POLR2I",1010347,5438
"NDUFB4",1340048,4710
"HS.535028",5960095,NA
"MLL5",3120050,55904
"LOC648390",2650091,648390
"KIAA1958",130048,158405
"GALNT8",3440279,26290
"IDS",2600138,3423
"MBNL3",2810576,55796
"GRIA3",1780424,2892
"H2AFY",3930154,9555
"HS.129160",5080598,NA
"MTMR11",3890138,10903
"DISP1",5570246,84976
"SPDYE1",770025,285955
"DKFZP667M2411",240133,147172
"TMEM134",670671,80194
"RGS5",4670082,8490
"GPHN",1110544,10243
"LOC644086",6180136,644086
"TMEM87B",580468,84910
"HS.544736",6290019,NA
"INTS6",1820341,26512
"HS.580290",4560296,NA
"ATP5G2",3190711,517
"LCOR",7150554,84458
"LOC440421",4050162,440421
"HSPB3",6560577,8988
"LOC100129486",4230551,100129486
"LOC653994",130142,653994
"RPS2",5220037,6187
"GAS2L1",6280735,10634
"RIMS2",3450164,9699
"PUM1",1690500,9698
"HS.580472",7650239,NA
"C1ORF147",3830494,574431
"LOC100130829",3520477,100130829
"TINAGL1",1450634,64129
"CCL23",5360048,6368
"LOC651575",7040131,651575
"AKT1",7210424,207
"CSNK2B",3450156,1460
"CKMT1A",3420661,548596
"PHF2",2760494,5253
"LOC146177",3370168,146177
"HS.576084",4640544,NA
"TXNRD2",2230397,10587
"EMID1",6100487,129080
"MIR1237",2510139,100302280
"BZW2",1440612,28969
"LANCL1",4150138,10314
"SUPT5H",6760576,6829
"UBE3A",1990307,7337
"ALOX15B",430152,247
"HS.44650",2940161,NA
"SNORD35B",3190561,84546
"HS.443377",1230360,NA
"LOC23117",4250037,23117
"ARHGAP30",7650747,257106
"RXRG",3450753,6258
"SLC29A1",6180687,2030
"KIAA1026",1990427,23254
"LOC644254",6760747,644254
"LOC729142",1170348,729142
"LOC645863",4890072,645863
"C14ORF38",5900647,729665
"UBE4A",520706,9354
"DIRC2",2370128,84925
"FZD5",4890102,7855
"LOC647718",5910377,647718
"LY75",430215,4065
"HS.542708",620706,NA
"SLC26A6",1340487,65010
"LOC729324",6280452,729324
"WDR74",3840647,54663
"GPR56",5490768,9289
"ANP32C",6980328,23520
"RNF2",4640072,6045
"MAPK1",2490446,5594
"SST",1500113,6750
"LOC732371",1850463,732371
"CATSPERB",7040603,79820
"FAM89A",7400747,375061
"LOC652456",110022,652456
"LOC196993",840047,196993
"CARD9",3710685,64170
"HS.566820",5670056,NA
"RNF4",2710541,6047
"HS.546105",2340669,NA
"CKAP2L",6380324,150468
"NAP1L2",5700382,4674
"LOC650254",7000719,650254
"FAM86A",580026,196483
"LOC728707",2000253,728707
"PPP2R1A",5570767,5518
"SNORD59B",5910687,692090
"CD74",1240070,972
"TIMD4",4850332,91937
"NDUFB11",5550377,54539
"PPP2R4",1940538,5524
"FAM65B",3450201,9750
"LOC100131783",2510398,100131783
"ARID1A",6280411,8289
"LOC729737",7380551,729737
"ARHGEF18",6130725,23370
"PHLDA2",4810128,7262
"PPFIBP1",4010414,8496
"LOC728003",4590068,728003
"TRPC4AP",3440017,26133
"PPP4R4",2340402,57718
"MAPK8",1300368,5599
"LOC152586",870452,152586
"AP4E1",270343,23431
"TMEM164",4610598,84187
"CBR4",5810750,84869
"PRKCB1",3460564,5579
"TADA1L",3840463,117143
"LOC283767",3170465,283767
"FOXF2",1660470,2295
"CRY2",1190193,1408
"LOC654346",840669,654346
"ZP3",630474,7784
"MED7",5690487,9443
"LOC653752",6590022,653752
"UGP2",2120520,7360
"EML5",6770390,161436
"CITED4",5810142,163732
"TMEM120A",6270634,83862
"LOC728602",540711,728602
"LOC389053",1170138,389053
"GALNT11",4480669,63917
"LOC441416",2510142,441416
"NUP62",2510279,23636
"HS.545527",70735,NA
"NLRX1",6280022,79671
"TFAP2A",1570646,7020
"GRAP2",1580184,9402
"ZNF490",1580019,57474
"SIGLEC8",780369,27181
"HS.550382",1050731,NA
"FAM72A",4250546,729533
"LOC441811",4560491,441811
"PATL2",2970494,197135
"SCAMP3",7200292,10067
"UGP2",150706,7360
"HS.531817",7160176,NA
"CYB5R1",1230025,51706
"C19ORF54",650167,284325
"CALM2",7100711,805
"IKZF4",5550608,64375
"ADAMTS4",1660497,9507
"ENTPD6",7200215,955
"OMA1",4860435,115209
"FKBP2",7160491,2286
"DHX36",150050,170506
"LOC100130516",6380037,100130516
"METTL4",730110,64863
"LOC162073",1240095,162073
"C14ORF93",4610484,60686
"LOC388630",7320736,388630
"BEST2",6940315,54831
"BPIL2",4010392,254240
"DNAJC14",3440608,85406
"LOC389286",6180445,389286
"TRMT2A",1300402,27037
"TMEM189-UBE2V1",2320041,387522
"FAM55D",4120050,54827
"NNMT",2940746,4837
"ALPL",6100356,249
"HS.28456",1690273,NA
"ZC3H6",4780041,376940
"POLR2J4",840435,84820
"LRRC25",5310397,126364
"AQP10",2340577,89872
"GMPPA",5910102,29926
"INHBB",50446,3625
"CLCA1",5670722,1179
"ZNF346",5290376,23567
"LOC347376",3940364,347376
"KRT37",5810255,8688
"LOC728105",6040592,728105
"HS.569692",1510768,NA
"MIR614",1780121,693199
"LOC439965",4150082,439965
"HS.563406",6480048,NA
"FKBP1A",1940504,2280
"RPL35A",6370504,6165
"HS.541645",5310576,NA
"UPF2",2750189,26019
"LOC646533",5860025,646533
"LOC100127999",4260326,100127999
"ZMYND19",4860437,116225
"LOC645436",4390315,645436
"LOC123688",6660041,123688
"GPR1",3870386,2825
"SLC6A10P",7610615,386757
"FAM90A2P",4830243,389630
"GRIP2",5670161,80852
"STX5",6130364,6811
"USMG5",2320253,84833
"PJA1",6480736,64219
"DHRS12",1660195,79758
"EGR1",870338,1958
"C1ORF152",3890634,200025
"LOC100131713",7210026,100131713
"RRAS2",6350239,22800
"ZNF627",240132,199692
"CFH",380424,3075
"HS.572073",5260220,NA
"IPO9",5090541,55705
"ZNF671",6450133,79891
"PPP1R14A",6020468,94274
"SEMA6D",1110082,80031
"HS.128557",6060300,NA
"SIK1",4920164,150094
"LOC100129866",1230064,100129866
"LOC649990",6480445,649990
"MKL2",4920095,57496
"HS.566359",3420706,NA
"LOC285074",730626,285074
"C11ORF17",4880731,56672
"EBP",4250156,10682
"HYAL3",2680202,8372
"OAT",7610561,4942
"MAMLD1",2320343,10046
"LOC645492",2450397,645492
"PGAP3",2000441,93210
"MYH11",3190156,4629
"APOL1",4040386,8542
"LOC100128477",4780017,100128477
"LOC100129386",6520762,100129386
"ARHGAP8",60551,23779
"CIT",3060438,11113
"C11ORF75",4900747,56935
"SPINK7",1710358,84651
"CYHR1",730551,50626
"RANBP2L1",4610162,84220
"KLHL12",6840500,59349
"CHI3L1",1990037,1116
"LOC641522",4050603,641522
"CTBS",60504,1486
"KRT18",110431,3875
"HIST1H2BM",2750291,8342
"LOC100132795",2600373,100132795
"MIR199B",520541,406978
"LOC389517",4040324,389517
"LOC729668",580291,729668
"DMTF1",4560343,9988
"LOC652589",2650392,652589
"FAM46A",3940133,55603
"MITD1",5050255,129531
"BMP1",1430142,649
"PLS1",6330187,5357
"COPA",4150500,1314
"LOC728024",4920754,728024
"LOC728509",4200239,728509
"HEG1",3290347,57493
"BCAS1",3060343,8537
"ACBD5",4060435,91452
"NOX5",780142,79400
"MLKL",4560541,197259
"POLD3",4590608,10714
"LOC652424",2490129,652424
"LOC100132705",5960170,100132705
"ST3GAL2",7160292,6483
"ENPP4",3060471,22875
"LOC100133372",2340703,100133372
"SPN",7040152,6693
"NAPRT1",3360131,93100
"LOC652300",6060400,652300
"LOC653117",610719,653117
"KRTAP21-2",2070079,337978
"HS.553070",5870465,NA
"RGMB",5490181,285704
"MYCL1",6770437,4610
"KIF20B",5900433,9585
"SLC3A2",2450725,6520
"LECT1",4560626,11061
"SELE",4060600,6401
"PFN4",1990440,375189
"NPHS2",620593,7827
"LOC730107",4900408,730107
"TRIP11",2760136,9321
"LOC648370",6580358,648370
"CBLB",5270132,868
"EML3",3400397,256364
"RANBP2",1500300,5903
"GLT8D2",10561,83468
"LGMN",4560129,5641
"HTR3A",6840128,3359
"KCTD2",1300241,23510
"RAB23",6020719,51715
"FLJ10986",2650164,55277
"TCN1",1770603,6947
"CST3",6450543,1471
"S100A13",5860148,6284
