"Gene","ILLUMINA_PROBE_ID","EntrezId"
"LOC441061",450373,441061
"TSC2",450376,7249
"LOC441073",450382,441073
"PGBD4",450400,161779
"LOC100130190",450402,100130190
"PSMD2",450403,5708
"DNAJC11",450408,55735
"PPM1H",450414,57460
"HEATR7A",450441,727957
"NSUN5",450445,55695
"PNPLA8",450458,50640
"APEH",450475,327
"CASP1",450491,834
"XAGE-4",450494,139629
"HS.565507",450519,NA
"IRF2BP1",450521,26145
"LOC100132863",450546,100132863
"KRT16",450551,3868
"AHNAK",450553,79026
"LOC100133772",450561,100133772
"ENPP7",450576,339221
"LOC650458",450731,650458
"DPPA3",450736,359787
"HIST1H2BC",450753,8347
"HS.444329",450754,NA
"TSPAN7",460010,7102
"PRG4",460014,10216
"SLC39A7",460021,7922
"HS.550210",460022,NA
"LOC642490",460035,642490
"FUT10",460037,84750
"MTMR3",460039,8897
"HACL1",460047,26061
"LOC388524",460050,388524
"LOC340888",460068,340888
"MTX2",460072,10651
"PARD6A",460086,50855
"LOC727899",460088,727899
"LOC131185",460097,131185
"PAK4",460100,10298
"MAGED1",460113,9500
"SNRPF",460114,6636
"NAT9",460129,26151
"ZNF75D",460132,7626
"SLC25A12",460180,8604
"LOC100130776",460189,100130776
"LOC283755",460196,283755
"INO80B",460221,83444
"ZNF818",460239,390963
"UNC93B1",460243,81622
"SNORD50B",460246,692088
"DUSP12",460280,11266
"THOC4",460286,10189
"CSRP2BP",460292,57325
"LOC100129139",460324,100129139
"PLOD2",460338,5352
"LOC731431",460348,731431
"ID4",460364,3400
"LOC649859",460367,649859
"LACTB",460373,114294
"IFI27L1",460379,122509
"LOC728205",460408,728205
"TESK2",460427,10420
"KLHL23",460441,151230
"RPS17",460445,6218
"LOC100128510",460452,100128510
"SDCCAG8",460458,10806
"SMARCD3",460463,6604
"CHMP4A",460468,29082
"LOC644010",460470,644010
"TRNT1",460477,51095
"CCRN4L",460484,25819
"FAM55C",460487,91775
"CCBP2",460504,1238
"RABEPK",460519,10244
"MIR1275",460521,100302123
"OSBPL6",460553,114880
"CENPJ",460561,55835
"STON2",460577,85439
"THAP5",460592,168451
"HS.573905",460594,NA
"GAN",460600,8139
"LOC650040",460608,650040
"ANAPC1",460609,64682
"PPM1L",460615,151742
"LOC286260",460626,286260
"LOC642267",460653,642267
"FZD7",460670,8324
"CCDC132",460682,55610
"BRSK2",460687,9024
"HS.384605",460689,NA
"SIGLECP3",460717,284367
"IP6K2",460719,51447
"BMPR2",460730,659
"ATE1",460731,11101
"LOC728428",460736,728428
"LOC644019",460739,644019
"ALDH3A2",460746,224
"PDCL3",460750,79031
"LOC390282",460762,390282
"GLUD2",510017,2747
"WDR45",510048,11152
"LOC653079",510053,653079
"RHBDL1",510092,9028
"HOXA10",510097,3206
"CBY1",510100,25776
"PTAFR",510112,5724
"CCNB1IP1",510114,57820
"SLC9A9",510128,285195
"LOC650029",510132,650029
"SIGMAR1",510136,10280
"SCRT1",510139,83482
"THEG",510156,51298
"ELK1",510162,2002
"PKLR",510164,5313
"LOC645513",510176,645513
"FOXD2",510180,2306
"LOC643310",510209,643310
"IDH3B",510228,3420
"CBWD5",510239,220869
"KIAA0408",510242,9729
"POSTN",510246,10631
"FBXW11",510253,23291
"C7ORF43",510255,55262
"TOR1AIP2",510280,163590
"DECR1",510291,1666
"LOC651116",510292,651116
"LOC642105",510324,642105
"TAZ",510326,6901
"ELK4",510327,2005
"AMZ2",510328,51321
"HS.505676",510332,NA
"LOC728965",510333,728965
"C9ORF72",510347,203228
"LOC400590",510348,400590
"B4GALT2",510379,8704
"HS.412361",510392,NA
"LOC390354",510397,390354
"VOPP1",510398,81552
"HIST1H3G",510441,8355
"FHIT",510452,2272
"PIK3R6",510463,146850
"FAM175B",510471,23172
"CYB5B",510474,80777
"FER",510475,2241
"ARHGAP22",510520,58504
"LOC652317",510521,652317
"TRAF3IP1",510528,26146
"LOC100131128",510537,100131128
"RAD51C",510544,5889
"LRRK1",510551,79705
"ARHGAP28",510575,79822
"BCOR",510576,54880
"LOC100131744",510593,100131744
"YWHAE",510619,7531
"LOC647326",510630,647326
"KLHL35",510632,283212
"LOC100130131",510639,100130131
"HS.554470",510671,NA
"LOC731878",510672,731878
"CDS2",510673,8760
"LOC643009",510678,643009
"LOC643714",510689,643714
"KBTBD9",510703,114818
"HS.577726",510707,NA
"NDUFA10",510725,4705
"MMP2",510736,4313
"INPP5A",510739,3632
"FAM62B",510762,57488
"LOC493754",510768,493754
"LOC284701",520010,284701
"ISYNA1",520014,51477
"HS.544491",520021,NA
"GTPBP3",520035,84705
"C9ORF85",520050,138241
"OXER1",520053,165140
"LAMP3",520059,27074
"FCGR1A",520086,2209
"HS.560407",520110,NA
"ZNF385C",520121,201181
"MUC1",520128,4582
"SUMO2",520133,6613
"NEDD4",520138,4734
"LOC653094",520152,653094
"LOC100133312",520156,100133312
"ERCC6",520168,2074
"HS.542197",520170,NA
"PCSK1",520176,5122
"LOC100129502",520192,100129502
"LOC730087",520193,730087
"GNL2",520196,29889
"UBE2V1",520215,7335
"C3ORF26",520224,84319
"SAMD11",520239,148398
"SERPINI1",520240,5274
"GRIP1",520253,23426
"TUBB6",520255,84617
"RASAL3",520273,64926
"MC1R",520292,4157
"DNAJB12",520296,54788
"HS.385619",520315,NA
"B4GALT7",520332,11285
"FXR1",520356,8087
"SCGB1D2",520370,10647
"CLK1",520382,1195
"P2RY13",520392,53829
"PRO1853",520403,55471
"IFIT3",520408,3437
"LOC100128266",520427,100128266
"COMT",520446,1312
"HS.555252",520451,NA
"GPER",520463,2852
"LOC642889",520471,642889
"ODZ4",520474,26011
"LOC100130071",520475,100130071
"USP15",520484,9958
"LOC442448",520487,442448
"HS.562504",520491,NA
"ACER2",520500,340485
"OR1S2",520520,219958
"MRPL20",520521,55052
"CCDC99",520528,54908
"LOC727828",520537,727828
"MIR199B",520541,406978
"AMACR",520544,23600
"NCALD",520553,83988
"RAI1",520561,10743
"LOC648626",520564,648626
"TIMM23",520577,10431
"LOC653071",520592,653071
"CDH6",520593,1004
"CCDC128",520598,129285
"SAP30BP",520600,29115
"ATXN1",520601,6310
"LOC401537",520603,401537
"KIAA1324",520609,57535
"UNC5C",520632,8633
"ATP8A1",520634,10396
"TIGD5",520639,84948
"ZIK1",520647,284307
"NDUFB3",520671,4709
"LRFN5",520673,145581
"CD53",520678,963
"LOC90499",520685,90499
"DBF4",520687,10926
"ADAM12",520689,8038
"UBE4A",520706,9354
"LOC644548",520725,644548
"KIAA1086",520736,23217
"HS.355933",520747,NA
"HERC4",520753,26091
"LYZL6",520762,57151
"ZNF84",540008,7637
"ZNF655",540010,79027
"C1ORF210",540017,149466
"LGALS8",540020,3964
"CDC42",540021,998
"SPTBN4",540022,57731
"IL4R",540025,3566
"DNMT3B",540037,1789
"PPAPDC1B",540047,84513
"FOXM1",540053,2305
"PCCB",540056,5096
"NPC2",540075,10577
"ZNF254",540095,9534
"TCTA",540100,6988
"PCDHB8",540112,56128
"KDELR3",540129,11015
"PXMP2",540131,5827
"SOS2",540136,6655
"LOC100133042",540142,100133042
"LOC152845",540152,152845
"DNAJC25-GNG10",540161,552891
"LANCL3",540168,347404
"CCT5",540170,22948
"ZNF33A",540192,7581
"SLC37A2",540201,219855
"LOC401357",540209,401357
"C6ORF173",540215,387103
"LOC440957",540240,440957
"NPL",540243,80896
"SORD",540246,6652
"AARS2",540255,57505
"LOC644790",540280,644790
"ATAD3C",540296,219293
"NCAN",540326,1463
"EMR4",540343,326342
"ITM2B",540347,9445
"CXCL5",540377,6374
"DLG3",540379,1741
"RSAD1",540382,55316
"ALPK1",540390,80216
"REPS2",540392,9185
"CEMP1",540400,752014
"ZDHHC6",540402,64429
"LRP5L",540403,91355
"UTY",540427,7404
"LOC652838",540433,652838
"LOC100133999",540441,100133999
"TIMM8B",540446,26521
"DYRK2",540450,8445
"LOC127295",540451,127295
"ENPP5",540465,59084
"MGC16384",540484,114130
"PUS7L",540487,83448
"LOC653471",540494,653471
"SNORD8",540520,319103
"LOC100128319",540528,100128319
"LOC100130451",540538,100130451
"FMO4",540544,2329
"HLA-DMA",540563,3108
"RASSF4",540564,83937
"LOC100130383",540575,100130383
"MINK1",540600,50488
"LOC653746",540609,653746
"TSPAN4",540619,7106
"TMEM56",540647,148534
"SYNPO2",540653,171024
"IL4I1",540670,259307
"LILRB2",540671,10288
"LOC728602",540711,728602
"NDNL2",540762,56160
"LOC653510",540767,653510
"C12ORF43",580014,64897
"CCDC147",580025,159686
"FAM86A",580026,196483
"ZNF574",580044,64763
"GBA",580048,2629
"TMEM53",580064,79639
"C1GALT1",580066,56913
"C9ORF79",580068,286234
"LOC441736",580070,441736
"S100A13",580086,6284
"LOC644029",580088,644029
"CD163L1",580100,283316
"HS.554324",580102,NA
"ILKAP",580114,80895
"SNX1",580121,6642
"LAPTM4B",580132,55353
"MOSPD3",580133,64598
"LOC652694",580136,652694
"LOC339799",580139,339799
"PDF",580154,64146
"LOC100131387",580170,100131387
"PHF20L1",580184,51105
"ZDHHC12",580204,84885
"LOC388122",580274,388122
"BEND7",580279,222389
"TCF20",580280,6942
"LOC727869",580288,727869
"LOC729668",580291,729668
"WFDC12",580324,128488
"SLC41A1",580332,254428
"LOC388572",580347,388572
"FABP5L2",580358,729163
"NDUFS4",580369,4724
"LOC642546",580372,642546
"GTF3C6",580386,112495
"LAX1",580411,54900
"PRRX1",580431,5396
"POLD2",580435,5425
"LOC642879",580438,642879
"KIAA0895L",580463,653319
"VASH1",580465,22846
"TMEM87B",580468,84910
"FLNC",580491,2318
"HS.541191",580520,NA
"LOC729402",580523,729402
"HCN2",580544,610
"ADCY1",580561,107
"KLHL5",580577,51088
"CPNE8",580592,144402
"KLF3",580594,51274
"ANKZF1",580598,55139
"PIGC",580601,5279
"LOC100132847",580608,100132847
"ETFDH",580609,2110
"LOC100129657",580626,100129657
"LOC644012",580646,644012
"MIR149",580647,406941
"CCM2",580670,83605
"MBLAC2",580671,153364
"TBX10",580673,347853
"LINCR",580678,93082
"ZNF564",580681,163050
"C1ORF65",580682,164127
"CCR2",580706,1231
"SMAD6",580711,4091
"LOC441246",580717,441246
"C13ORF34",580719,79866
"IRF2",580722,3660
"AOC2",580736,314
"PIGZ",580743,80235
"FAM101B",580767,359845
"SULT1A4",580768,445329
"SLC44A4",610010,80736
"POLR3F",610019,10621
"BFAR",610022,51283
"LAMA1",610037,284217
"REV3L",610040,5980
"LOC730358",610068,730358
"FAM193A",610091,8603
"HS.539159",610100,NA
"TNFSF14",610113,8740
"ZSCAN29",610129,146050
"LOC646821",610142,646821
"GSDMD",610148,79792
"DAB2",610152,1601
"CLDND2",610154,125875
"FYN",610164,2534
"HS.385760",610168,NA
"BEYLA",610196,497634
"HES6",610201,55502
"KANK1",610202,23189
"LOC401180",610224,401180
"IKZF2",610239,22807
"HS.130562",610240,NA
"THOC3",610243,84321
"ELL2",610270,22936
"SEPT6",610278,23157
"YY1",610279,7528
"CHRAC1",610300,54108
"PHLDB2",610301,90102
"TMEM38B",610315,55151
"DDX1",610324,1653
"SNORD113-7",610328,767567
"CHN1",610332,1123
"STARD3",610333,10948
"LOC653884",610338,653884
"ZDHHC9",610356,51114
"PGS1",610358,9489
"HECA",610367,51696
"DDX12",610370,440081
"NUDCD2",610376,134492
"RBPMS",610392,11030
"TAF9L",610403,51616
"HSPA4L",610408,22824
"CD24",610437,100133941
"HS.563639",610438,NA
"HS.98563",610450,NA
"HIST2H2AA3",610451,8337
"LOC653073",610465,653073
"LOC647474",610474,647474
"TP53BP1",610475,7158
"HS.390542",610484,NA
"SLC10A7",610491,84068
"HNRPK",610494,3190
"HS.332056",610504,NA
"TSPYL4",610521,23270
"C14ORF142",610523,84520
"YTHDF2",610543,51441
"NBPF9",610544,440670
"CICE",610551,152302
"HOXA6",610563,3203
"HINT3",610576,135114
"MCF2L2",610594,23101
"LOC646943",610603,646943
"GIPC2",610615,54810
"FAM62C",610634,83850
"ISL2",610670,64843
"HS.245812",610672,NA
"ERF",610678,2077
"LGALS9B",610682,284194
"HS.491339",610685,NA
"LOC100129534",610687,100129534
"AIP",610689,9049
"LOC647841",610722,647841
"LRRC43",610735,254050
"NUDT21",610736,11051
"MCL1",610750,4170
"TXNDC14",610762,51075
"LOC100133185",610767,100133185
"M6PRBP1",620008,10226
"LOC100128086",620026,100128086
"BNIP3L",620047,665
"AGPAT3",620064,56894
"DNAJC27",620072,51277
"UQCC",620075,55245
"LOC730234",620091,730234
"ATP6V0A2",620092,23545
"KIAA1609",620110,57707
"N4BP2L1",620112,90634
"ZNF43",620128,7594
"MARCH8",620129,220972
"KRTAP10-5",620131,386680
"LILRA5",620136,353514
"LOC147710",620152,147710
"MEIS2",620154,4212
"EFNA4",620161,1945
"FCRL3",620167,115352
"ATG4A",620168,115201
"PHKB",620181,5257
"GGCT",620187,79017
"OSGIN1",620202,29948
"DUSP7",620204,1849
"LOC647873",620209,647873
"C2ORF56",620228,55471
"ABR",620240,29
"GPRASP1",620273,9737
"BOAT",620274,342371
"JUND",620280,3727
"ZNF594",620292,84622
"SMR3B",620326,10879
"LOC649851",620358,649851
"PPP2R2B",620369,5521
"PPP1R11",620376,6992
"LOC400759",620403,400759
"LOC645086",620411,645086
"TLR10",620441,81793
"SMARCC1",620458,6599
"TCL6",620471,27004
"HS.566008",620475,NA
"LOC100132678",620477,100132678
"TNFRSF13B",620484,23495
"CDKN2B",620487,1030
"ZNF234",620523,10780
"TFAMP1",620541,260341
"SLC4A7",620543,9497
"RRAS2",620546,22800
"TAF11",620576,6882
"HS.107418",620603,NA
"LOC387867",620609,387867
"TBC1D8",620619,11138
"NAAA",620639,27163
"SLC25A37",620682,51312
"SLC25A42",620692,284439
"HS.542708",620706,NA
"STIP1",620711,10963
"MRPL49",620767,740
"FKBP1A",630010,2280
"MAN1A1",630014,4121
"LOC645296",630035,645296
"LOC727978",630040,727978
"LIG3",630047,3980
"CBFA2T3",630053,863
"LRP5",630066,4041
"LOC645159",630072,645159
"LOC388242",630075,388242
"LOC651621",630095,651621
"SNX5",630100,27131
"SUOX",630110,6821
"LOC286444",630128,286444
"NUP98",630162,4928
"SNORD80",630187,26774
"HS.565830",630193,NA
"ZC3H12B",630195,340554
"MLL3",630201,58508
"DFNB59",630202,494513
"HS.544069",630239,NA
"PRR15L",630243,79170
"LOC642398",630273,642398
"PRKCSH",630280,5589
"LOC729732",630288,729732
"ATP6V0C",630291,527
"RNF128",630296,79589
"DHRS9",630315,10170
"CKAP5",630333,9793
"FOXA3",630341,3171
"DAZAP2",630356,9802
"LOC647150",630360,647150
"PCGF6",630364,84108
"LOC100127993",630369,100127993
"LOC648170",630372,648170
"KCMF1",630402,56888
"MRPS31",630403,10240
"LOC100129303",630414,100129303
"LOC648729",630424,648729
"C11ORF10",630445,746
"C22ORF25",630446,128989
"LOC650594",630451,650594
"SCHIP1",630465,29970
"MBL1P1",630468,8512
"C19ORF33",630470,64073
"ZP3",630474,7784
"LOC441773",630484,441773
"RAP1A",630487,5906
"SIAE",630497,54414
"LOC100127893",630520,100127893
"CX3CL1",630521,6376
"LOC100132779",630551,100132779
"PTPRT",630576,11122
"MDM2",630600,4193
"SEPT2",630601,4735
"ZNF189",630603,7743
"LRRC8E",630647,80131
"LOC648659",630669,648659
"HS.545844",630671,NA
"TOE1",630673,114034
"ECE2",630674,9718
"LOC652776",630681,652776
"VILL",630689,50853
"ELOF1",630709,84337
"ZMIZ2",630711,83637
"TBC1D3B",630762,414059
"ZNF626",630767,199777
"LOC649144",630768,649144
"ANKRD16",650008,54522
"LOC647174",650019,647174
"LOC650526",650026,650526
"LOC100132717",650044,100132717
"LOC653242",650053,653242
"LOC401561",650056,401561
"PRPF40A",650068,55660
"LOC643733",650072,643733
"ASXL2",650075,55252
"MMP13",650092,4322
"APP",650110,351
"LST1",650112,7940
"ZNF468",650136,90333
"OR1L8",650138,138881
"LOC100128975",650162,100128975
"C19ORF54",650167,284325
"C17ORF58",650168,284018
"LOC648277",650204,648277
"FLJ31306",650215,379025
"IER5",650241,51278
"LOC646949",650246,646949
"ATP5J",650259,522
"SNORA70",650278,26778
"CCDC86",650300,79080
"SNRPF",650301,6636
"ETF1",650315,2107
"HS.187290",650341,NA
"NUDT1",650347,4521
"RPS28",650349,6234
"UBE2Z",650372,65264
"LOC343184",650377,343184
"MYO1E",650379,4643
"SNORA11D",650402,100124541
"LOC100128994",650411,100128994
"ALDOB",650427,229
"MRGPRX2",650433,117194
"TLK2",650438,11011
"SLC16A12",650446,387700
"HS.545069",650468,NA
"MIR599",650471,693184
"MAP2K6",650475,5608
"TMBIM6",650519,7009
"C3ORF71",650537,646450
"HS.574874",650551,NA
"KLK1",650561,3816
"FAHD1",650563,81889
"LOC388789",650605,388789
"SLC16A5",650612,9121
"FAM125B",650619,89853
"SLC25A39",650634,51629
"NR4A2",650639,4929
"USP33",650672,23032
"CTDSP2",650681,10106
"LOC390735",650685,390735
"CLIP3",650689,25999
"ERICH1",650692,157697
"C22ORF23",650717,84645
"LOC100131205",650735,100131205
"LOC644064",650739,644064
"C10ORF11",650743,83938
"C21ORF55",650746,54943
"HS.520926",650747,NA
"RHBDF2",650750,79651
"LOC650298",670010,650298
"XRCC3",670014,7517
"AKAP12",670041,9590
"MXD1",670086,4084
"THSD7A",670088,221981
"DUSP11",670112,8446
"TPP1",670113,1200
"PRDM10",670128,56980
"VAV3",670129,10451
"LOC387647",670132,387647
"CAST",670161,831
"LOC646447",670162,646447
"IGLL3",670170,91353
"LOC85390",670181,85390
"LOC645175",670184,645175
"NUDCD2",670195,134492
"ZNF700",670209,90592
"MATN2",670215,4147
"ZNF444",670242,55311
"PCDHGC3",670259,5098
"NES",670278,10763
"ZNF485",670279,220992
"MICALL1",670296,85377
"RGPD8",670301,727851
"LOC642751",670307,642751
"KRTAP19-6",670309,337973
"ABI2",670326,10152
"LOC100134719",670328,100134719
"NPEPPS",670332,9520
"EDN3",670333,1908
"LOC643905",670341,643905
"MIR7-1",670368,407043
"CD8A",670369,925
"BCAS1",670372,8537
"RUSC1",670376,23623
"ID1",670386,3397
"B4GALNT4",670403,338707
"FAM44A",670431,259282
"LOC729667",670435,729667
"LOC100129147",670438,100129147
"LOC646769",670441,646769
"AK3",670463,50808
"SLK",670470,9748
"CKAP5",670500,9793
"FLJ30428",670504,150519
"GYG1",670528,2992
"LOC644363",670577,644363
"C2",670594,717
"DPP7",670608,29952
"SP8",670634,221833
"LOC391825",670646,391825
"HS.523235",670672,NA
"BCL2L1",670673,598
"HS.545648",670725,NA
"CYTL1",670731,54360
"LOC647589",670747,647589
"HS.520591",730008,NA
"ADPRHL2",730010,54936
"LOC652850",730017,652850
"ARMC7",730020,79637
"SERPINA1",730047,5265
"JARID1A",730068,5927
"SHD",730093,56961
"LOC646262",730095,646262
"UFD1L",730100,7353
"LOC651268",730102,651268
"METTL4",730110,64863
"PRICKLE4",730114,29964
"MIR657",730133,724027
"C2ORF56",730136,55471
"LOC643287",730142,643287
"SILV",730148,6490
"ICAM2",730156,3384
"ZNF16",730162,7564
"DHX57",730180,90957
"MIR330",730181,442902
"LOC646144",730184,646144
"LOC647855",730187,647855
"LOC407835",730195,407835
"PTPLA",730221,9200
"ZFP62",730241,643836
"CACNA1H",730259,8912
"HS.565838",730278,NA
"LOC645914",730279,645914
"TXNRD1",730286,7296
"COG3",730288,83548
"OXR1",730291,55074
"C10ORF28",730300,27291
"ODF2L",730315,57489
"MSN",730332,4478
"HS.516646",730341,NA
"LOC123855",730347,123855
"PDE1A",730348,5136
"C14ORF132",730358,56967
"BCAP29",730367,55973
"HS.572030",730369,NA
"TCF21",730373,6943
"LOC388621",730379,388621
"LOC645029",730400,645029
"HS.125470",730408,NA
"APOE",730414,348
"L3MBTL4",730433,91133
"LOC100129213",730437,100129213
"RELB",730440,5971
"LOC650621",730450,650621
"MED26",730468,9441
"LOC647050",730470,647050
"LOC728758",730475,728758
"CC2D1B",730497,200014
"LOC729530",730504,729530
"LOC652508",730519,652508
"ROPN1B",730521,152015
"PLAUR",730528,5329
"PCID2",730541,55795
"LOC441177",730546,441177
"ARHGEF10L",730561,55160
"LOC650263",730563,650263
"SPRY4",730576,81848
"C10ORF76",730593,79591
"HS.559564",730601,NA
"MRPS22",730605,56945
"LOC285550",730608,285550
"LOC285074",730626,285074
"ANAPC1",730647,64682
"HGD",730672,3081
"LOC341604",730682,341604
"TCHP",730687,84260
"LOC730525",730709,730525
"KIAA0692",730717,23141
"ITIH2",730722,3698
"AFG3L1",730730,172
"TCEAL3",730739,85012
"LOC407835",730743,407835
"HS.137598",730746,NA
"ATG4D",730767,84971
"ZNF324B",770019,388569
"PRKRA",770021,8575
"SPDYE1",770025,285955
"TMEM38A",770026,79041
"ZNF280C",770037,55609
"PI4K2B",770047,55300
"LOC642120",770048,642120
"ATP2A2",770079,488
"LOC641975",770082,641975
"DTX3L",770088,151636
"LOC402377",770110,402377
"L3MBTL3",770128,84456
"TSPYL5",770132,85453
"LOC730024",770136,730024
"RD3",770138,343035
"LOC440992",770139,440992
"ZNF579",770148,163033
"C10ORF73",770161,170370
"RPAIN",770164,84268
"CD79B",770167,974
"CLPTM1",770168,1209
"LOC286512",770187,286512
"HS.564103",770195,NA
"FLJ10120",770201,55073
"C20ORF177",770221,63939
"TAS2R39",770246,259285
"LOC100128813",770279,100128813
"LOC645941",770332,645941
"ATP1A3",770338,478
"LOC649260",770348,649260
"LOC389901",770358,389901
"LOC649270",770360,649270
"SUGT1L1",770364,283507
"RYK",770372,6259
"PPWD1",770379,23398
"ST3GAL3",770382,6487
"PRKDC",770390,5591
"LOC642616",770397,642616
"SERPINE1",770408,5054
"PHF15",770411,23338
"LOC648059",770414,648059
"LOC652864",770437,652864
"DOPEY1",770441,23033
"PDLIM3",770463,27295
"PJCG6",770468,645642
"HS.383564",770475,NA
"DTNB",770504,1838
"TAF4",770520,6874
"DHPS",770543,1725
"LOC400963",770554,400963
"C20ORF108",770561,116151
"C1ORF115",770564,79762
"TSPAN32",770575,10077
"LSM8",770593,51691
"NIPBL",770594,25836
"LOC347364",770600,347364
"UBE2D3",770609,7323
"STAM",770619,8027
"FSD1L",770646,83856
"WASH2P",770647,375260
"TENC1",770661,23371
"THOP1",770672,7064
"LOC100133233",770689,100133233
"ARHGEF6",770703,9459
"ANXA2",770730,302
"PACRGL",770735,133015
"GPIHBP1",770736,338328
"ODF2",770747,4957
"TTYH3",770754,80727
"LOC728590",770762,728590
"CCDC111",770768,201973
"FCRL2",780008,79368
"LOC642975",780019,642975
"HS.539385",780026,NA
"SYTL2",780035,54843
"LAMP2",780041,3920
"RAP2A",780050,5911
"HS.571610",780066,NA
"MLL3",780102,58508
"HS.303060",780113,NA
"SH3D19",780133,152503
"NOX5",780142,79400
"LOC100128505",780170,100128505
"USP9X",780180,8239
"C6ORF130",780187,221443
"ZNF786",780189,136051
"ZNF669",780204,79862
"CLEC10A",780215,10462
"NEU4",780224,129807
"C12ORF24",780240,29902
"LOC642236",780255,642236
"ZNHIT6",780259,54680
"TIMP2",780270,7077
"LOC643432",780273,643432
"TM9SF1",780296,10548
"CIDEC",780309,63924
"ZNF337",780324,26152
"KIAA1211",780328,57482
"FAM3C",780332,10447
"LOC338799",780348,338799
"CCL24",780356,6369
"RAB11A",780358,8766
"ATP2C1",780367,27032
"PGBD2",780373,267002
"CHM",780376,1121
"ADCK1",780379,57143
"RTN4",780402,57142
"TFCP2",780427,7024
"C11ORF73",780440,51501
"HS.562230",780458,NA
"TES",780463,26136
"SLC11A1",780465,6556
"ZNF816A",780471,125893
"LOC649150",780482,649150
"NDUFV1",780487,4723
"LOC442535",780504,442535
"MDFI",780519,4188
"LOC650280",780523,650280
"CKS2",780528,1164
"PSD3",780543,23362
"MARCH6",780544,10299
"LOC100133740",780553,100133740
"MBNL2",780554,10150
"LOC100132413",780564,100132413
"TBK1",780598,29110
"HCP5",780600,10866
"PDIA3P",780603,171423
"RNFT1",780608,51136
"SLC22A6",780619,9356
"PDIA3P",780632,171423
"OGFOD1",780647,55239
"ADAMTSL4",780678,54507
"LOC100133152",780687,100133152
"LOC643018",780692,643018
"FLJ22675",780703,254439
"HS.287137",780706,NA
"LOC158301",780717,158301
"TMSB4X",780722,7114
"UPF3B",780743,65109
"LOC653438",780746,653438
"TRIM29",780750,23650
"CSNK1D",780762,1453
"HS.558286",830008,NA
"SLC6A10P",830010,386757
"LOC730196",830014,730196
"PPARG",830019,5468
"HS.120863",830021,NA
"SLC12A2",830022,6558
"ATG3",830035,64422
"LOC100134598",830050,100134598
"C15ORF63",830086,25764
"LOC100130245",830088,100130245
