Infected,MuseumNumber,Province,Locality,Family,Species,Diet,Sex,Age,TesticlePosition,Epididymis,MammaeCondition,Vagina
-,UADBA 33715,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 33716,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33717,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33718,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33719,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 33720,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Female,Adult,-,-,Lactating,Perforated
-,UADBA 33721,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33722,Toamasina,ANDA1,Molossidae,Chaerephon atsinanana,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,UADBA 33723,Toamasina,ANDA1,Molossidae,Mormopterus jugularis,Insectivorous,Female,Juvenile,-,-,Small,-
-,FMNH 222722,Toamasina,ANDA2,Vespertilionidae,Pipistrellus raceyi,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,UADBA 33724,Fianarantsoa,ISALO2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 222723,Fianarantsoa,ISALO2,Vespertilionidae,Neoromicia malagasyensis,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 222720,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,FMNH 222721,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33683,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33684,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,UADBA 33685,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 33686,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33687,Fianarantsoa,ISALO2,Miniopteridae,Miniopterus mahafaliensis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 33682,Fianarantsoa,ISALO2,Vespertilionidae,Myotis goudoti,Insectivorous,Female,Adult,-,-,Large,Perforated
-,FMNH 222724,Fianarantsoa,ISALO3,Vespertilionidae,Neoromicia malagasyensis,Insectivorous,Male,Adult,Scrotal,Convoluted,-,-
-,UADBA 33725,Fianarantsoa,ISALO3,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222688,Fianarantsoa,ISALO3,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,FMNH 222725,Fianarantsoa,ZAZA,Vespertilionidae,Neoromicia matroka,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 222726,Fianarantsoa,ZAZA,Vespertilionidae,Neoromicia matroka,Insectivorous,Female,Adult,-,-,Large,Perforated
-,UADBA 33726,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33727,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33728,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33729,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33730,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33731,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,UADBA 33732,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33733,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33734,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33735,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33736,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 33737,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33738,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222689,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222690,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Juvenile,Abdominal,Not convoluted,-,-
-,FMNH 222691,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 222692,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222693,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 222694,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Female,Juvenile,-,-,Small,-
-,FMNH 222695,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222696,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,FMNH 222697,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222698,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 222699,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 222700,Fianarantsoa,IHO,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 33739,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33740,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,-,-
-,UADBA 33741,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,UADBA 33742,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33743,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,UADBA 33744,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33745,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33746,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33747,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,-,Partially convoluted,-,-
-,UADBA 33748,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33749,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33750,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33751,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,-,Convoluted,-,-
-,FMNH 222701,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 222702,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 222703,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222704,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Partially convoluted,-,-
-,FMNH 222705,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,FMNH 222706,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,-,Not convoluted,-,-
-,FMNH 222707,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222708,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Partially descended,Not convoluted,-,-
-,FMNH 222709,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222710,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,FMNH 222711,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Partially convoluted,-,-
-,FMNH 222712,Fianarantsoa,VOHI,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,FMNH 222727,Antananarivo,ANJOZ1,Vespertilionidae,Neoromicia matroka,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 222729,Antananarivo,ANJOZ1,Vespertilionidae,Neoromicia robertsi,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 222728,Antananarivo,ANJOZ1,Vespertilionidae,Neoromicia matroka,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,FMNH 222713,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Not convoluted,-,-
-,FMNH 222714,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
+,FMNH 222715,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 222716,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 222717,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,FMNH 222718,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,FMNH 222719,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,-,Not convoluted,-,-
-,UADBA 33752,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 33753,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 33754,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 33755,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Female,Sub-adult,-,-,Small,-
-,UADBA 33756,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33757,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Not convoluted,-,-
-,UADBA 33758,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,-,Not convoluted,-,-
-,UADBA 33759,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Partially convoluted,-,-
-,UADBA 33760,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Sub-adult,Abdominal,Not convoluted,-,-
-,UADBA 33764,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
-,UADBA 33762,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Female,Adult,-,-,Small,-
-,UADBA 33763,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Partially descended,Partially convoluted,-,-
-,UADBA 33764,Antananarivo,ANJOZ2,Molossidae,Mormopterus jugularis,Insectivorous,Male,Adult,Abdominal,Not convoluted,-,-
